latitude,longitude,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Private room,room_type_Shared room
40.66135,-73.98726,70,1,3,1,363,1,0,0,0,1,0
40.72911,-74.00001,250,4,6,1,364,0,1,0,0,0,0
40.81272,-73.9517,111,7,5,1,8,0,1,0,0,0,0
40.83913,-73.9461,125,2,24,1,188,0,1,0,0,0,0
40.73381,-73.85366,50,7,2,1,140,0,0,1,0,1,0
40.70245,-73.9427,80,15,47,1,8,1,0,0,0,1,0
40.76376,-73.99323,80,30,5,5,365,0,1,0,0,0,0
40.69379,-73.94539,94,2,37,1,0,1,0,0,0,0,0
40.89637,-73.8555,39,1,10,1,15,0,0,0,0,1,0
40.67441,-73.98258,185,3,1,1,117,1,0,0,0,0,0
40.72204,-73.97924,100,3,64,1,224,0,1,0,0,1,0
40.75506,-73.96887,250,1,0,1,0,0,1,0,0,0,0
40.75974,-73.98623,110,1,41,1,3,0,1,0,0,1,0
40.76427,-73.962,95,1,5,1,0,0,1,0,0,0,0
40.7956,-73.96702,200,15,1,1,365,0,1,0,0,0,0
40.74805,-73.9868,120,1,8,17,267,0,1,0,0,0,0
40.638,-73.96742,75,7,0,1,0,1,0,0,0,0,0
40.71106,-73.94918,250,2,176,1,275,1,0,0,0,0,0
40.67812,-73.91465,95,2,14,1,275,1,0,0,0,0,0
40.71957,-73.94199,80,5,81,2,308,1,0,0,0,1,0
40.68066,-73.96696,136,2,169,1,279,1,0,0,0,0,0
40.80927,-73.9472,99,2,0,1,189,0,1,0,0,0,0
40.68484,-73.9552,100,14,0,1,0,1,0,0,0,0,0
40.76459,-73.99035,99,1,159,2,178,0,1,0,0,1,0
40.7182,-73.99326,300,6,0,1,0,0,1,0,0,0,0
40.72537,-73.94076,149,30,0,52,330,1,0,0,0,0,0
40.6946,-73.93448,95,4,2,1,28,1,0,0,0,1,0
40.68112,-73.96492,175,2,15,1,4,1,0,0,0,0,0
40.8552,-73.93354,80,1,150,1,35,0,1,0,0,0,0
40.68997,-73.94205,133,2,49,3,319,1,0,0,0,0,0
40.70498,-74.01063,55,3,2,1,0,0,1,0,0,1,0
40.79522,-73.93918,225,4,2,1,289,0,1,0,0,0,0
40.61605,-73.94549,155,4,1,1,7,1,0,0,0,0,0
40.70958,-73.94287,700,3,1,1,0,1,0,0,0,0,0
40.70967,-73.94945,124,5,85,1,238,1,0,0,0,0,0
40.74736,-73.97838,60,10,0,1,19,0,1,0,0,1,0
40.76193,-73.9501,120,7,17,1,341,0,1,0,0,1,0
40.71483,-73.95243,110,5,0,1,303,1,0,0,0,0,0
40.75829,-73.88013,55,1,12,1,0,0,0,1,0,1,0
40.75612,-73.99263,209,3,1,1,68,0,1,0,0,0,0
40.6412,-73.9786,75,2,8,1,312,1,0,0,0,1,0
40.8154,-73.84657,38,3,0,7,177,0,0,0,0,1,0
40.73951,-73.98216,140,30,0,1,36,0,1,0,0,0,0
40.79632,-73.96225,99,1,222,3,251,0,1,0,0,1,0
40.68105,-73.99267,53,1,20,4,151,1,0,0,0,1,0
40.71316,-73.81953,85,5,1,1,54,0,0,1,0,0,0
40.69871,-73.94686,72,1,30,2,344,1,0,0,0,1,0
40.72966,-73.98187,140,2,55,1,0,0,1,0,0,0,0
40.724,-73.84962,75,3,1,1,0,0,0,1,0,1,0
40.71794,-73.99955,195,4,30,1,0,0,1,0,0,0,0
40.79771,-73.96323,185,2,16,1,261,0,1,0,0,0,0
40.68798,-73.90677,80,1,2,2,281,1,0,0,0,1,0
40.84764,-73.93875,100,1,31,1,364,0,1,0,0,0,1
40.68806,-73.77573,35,1,30,4,143,0,0,1,0,1,0
40.72661,-73.94586,52,5,35,3,1,1,0,0,0,1,0
40.73025,-73.9861,349,5,0,2,0,0,1,0,0,0,0
40.72071,-73.98764,300,1,54,1,48,0,1,0,0,0,0
40.65846,-73.95057,77,5,11,3,365,1,0,0,0,1,0
40.78307,-73.94578,69,4,0,9,17,0,1,0,0,1,0
40.81403,-73.94957,200,1,7,1,158,0,1,0,0,0,0
40.71055,-74.00623,395,3,5,1,65,0,1,0,0,0,0
40.76808,-73.93359,100,1,0,1,89,0,0,1,0,0,1
40.86924,-73.90651,40,30,4,2,148,0,0,0,0,1,0
40.78748,-73.94779,399,6,15,1,47,0,1,0,0,1,0
40.69686,-73.97315,60,2,11,2,113,1,0,0,0,1,0
40.714,-73.77787,72,5,6,1,364,0,0,1,0,1,0
40.74149,-73.92327,131,30,0,1,182,0,0,1,0,0,0
40.82375,-73.94426,43,30,1,8,310,0,1,0,0,1,0
40.75417,-73.96557,737,3,8,49,188,0,1,0,0,0,0
40.70884,-74.00754,130,2,15,1,0,0,1,0,0,0,0
40.77651,-73.94791,65,7,4,1,0,0,1,0,0,1,0
40.72025,-73.97833,86,6,5,4,0,0,1,0,0,1,0
40.76914,-73.98757,180,1,43,1,2,0,1,0,0,0,0
40.76695,-73.81638,250,7,0,3,174,0,0,1,0,0,0
40.73933,-74.00241,250,60,4,1,0,0,1,0,0,0,0
40.76723,-73.92317,80,3,0,1,0,0,0,1,0,1,0
40.80325,-73.96433,50,10,1,1,0,0,1,0,0,1,0
40.71855,-73.99791,189,1,168,1,347,0,1,0,0,0,0
40.8261,-73.95139,65,1,157,4,137,0,1,0,0,1,0
40.72282,-73.85571,37,25,15,2,330,0,0,1,0,1,0
40.72345,-73.99943,800,2,36,1,90,0,1,0,0,0,0
40.81243,-73.9392,250,1,0,1,89,0,1,0,0,0,0
40.69363,-73.95084,51,1,0,1,0,1,0,0,0,1,0
40.68407,-73.9531,165,4,5,1,0,1,0,0,0,0,0
40.731,-73.9548,450,365,17,1,365,1,0,0,0,0,0
40.65627,-73.95468,225,2,10,1,0,1,0,0,0,0,0
40.70592,-73.93513,165,2,7,1,0,1,0,0,0,0,0
40.66898,-73.9571,185,3,34,1,0,1,0,0,0,0,0
40.69566,-73.91611,65,5,42,1,1,1,0,0,0,0,0
40.72219,-73.73605,85,2,17,1,14,0,0,1,0,0,0
40.76512,-73.98726,500,1,11,1,180,0,1,0,0,0,0
40.57518,-73.84558,97,2,2,1,52,0,0,1,0,0,0
40.71918,-73.95735,87,30,0,3,310,1,0,0,0,1,0
40.74796,-73.98788,120,1,7,17,232,0,1,0,0,0,0
40.78697,-73.94999,129,2,12,1,0,0,1,0,0,0,0
40.79935,-73.95399,103,1,2,1,0,0,1,0,0,1,0
40.71343,-73.99532,60,2,3,1,0,0,1,0,0,1,0
40.70899,-73.82814,90,90,0,1,365,0,0,1,0,1,0
40.76852,-73.96245,395,30,0,65,346,0,1,0,0,0,0
40.74221,-73.9974,220,8,5,1,2,0,1,0,0,0,0
40.68966,-73.97311,125,2,7,1,0,1,0,0,0,1,0
40.71237,-73.93899,95,2,13,1,0,1,0,0,0,0,0
40.68263,-73.7393,75,1,31,1,361,0,0,1,0,0,0
40.6582,-73.98235,49,1,109,7,258,1,0,0,0,1,0
40.6803,-73.96059,149,28,18,1,265,1,0,0,0,0,0
40.8251,-73.94287,60,1,458,2,258,0,1,0,0,1,0
40.67101,-73.78943,248,2,2,1,354,0,0,1,0,0,0
40.79652,-73.93323,120,1,1,1,0,0,1,0,0,1,0
40.77162,-73.95808,150,1,6,1,0,0,1,0,0,0,0
40.80333,-73.96693,60,14,0,1,0,0,1,0,0,1,0
40.65409,-73.96025,148,1,11,2,90,1,0,0,0,1,0
40.6909,-73.95333,185,5,53,1,269,1,0,0,0,0,0
40.69955,-73.92225,90,3,0,1,0,1,0,0,0,1,0
40.6966,-73.91934,70,3,2,1,189,1,0,0,0,1,0
40.64902,-73.9286,45,1,15,2,269,1,0,0,0,1,0
40.75381,-73.92559,93,1,185,2,73,0,0,1,0,0,0
40.74337,-73.90405,40,1,7,1,0,0,0,1,0,1,0
40.74753,-74.00396,110,3,7,1,9,0,1,0,0,0,0
40.72181,-73.98146,149,3,1,1,0,0,1,0,0,0,0
40.64985,-74.00207,35,6,26,1,160,1,0,0,0,1,0
40.63826,-73.93186,47,4,21,2,320,1,0,0,0,1,0
40.68522,-73.96326,75,1,0,3,0,1,0,0,0,1,0
40.78443,-73.97399,109,30,18,5,285,0,1,0,0,0,0
40.72314,-73.9797,60,1,1,2,0,0,1,0,0,1,0
40.82932,-73.94575,100,3,2,2,0,0,1,0,0,0,0
40.76356,-73.98823,330,1,0,1,180,0,1,0,0,0,0
40.68909,-73.9173,125,2,240,2,242,1,0,0,0,0,0
40.75405,-73.97291,249,3,29,1,41,0,1,0,0,1,0
40.74879,-73.82958,55,3,47,12,65,0,0,1,0,1,0
40.68073,-73.97515,170,1,0,1,0,1,0,0,0,0,0
40.68017,-73.97352,250,1,0,2,158,1,0,0,0,0,0
40.74564,-73.98181,115,3,3,1,0,0,1,0,0,0,0
40.70585,-73.80867,50,1,13,9,358,0,0,1,0,1,0
40.67848,-73.98386,119,1,14,17,363,1,0,0,0,1,0
40.70777,-73.9435,80,6,0,1,0,1,0,0,0,0,0
40.84577,-73.93731,70,7,11,1,356,0,1,0,0,1,0
40.78342,-73.97312,125,30,9,91,127,0,1,0,0,0,0
40.61459,-73.96041,59,2,4,1,87,1,0,0,0,0,0
40.68353,-73.93478,150,5,1,1,0,1,0,0,0,0,0
40.73213,-73.85717,90,7,1,1,365,0,0,1,0,1,0
40.67025,-73.74548,75,1,0,2,180,0,0,1,0,1,0
40.679,-73.91078,68,30,11,5,332,1,0,0,0,0,0
40.9008,-73.90639,49,6,2,1,340,0,0,0,0,1,0
40.73632,-74.00601,158,14,4,1,0,0,1,0,0,0,0
40.68183,-73.96464,100,1,0,1,6,1,0,0,0,0,0
40.86407,-73.92822,70,14,2,1,0,0,1,0,0,0,0
40.73546,-73.9581,160,15,6,1,17,1,0,0,0,0,0
40.67018,-73.98752,50,2,2,1,102,1,0,0,0,1,0
40.88587,-73.89865,80,4,0,1,87,0,0,0,0,1,0
40.65628,-73.95753,75,1,1,1,0,1,0,0,0,1,0
40.73199,-73.98956,51,7,0,1,0,0,1,0,0,1,0
40.72357,-73.98797,400,2,0,4,0,0,1,0,0,0,0
40.79272,-73.97519,120,3,6,1,0,0,1,0,0,0,0
40.7282,-73.98893,200,10,35,1,51,0,1,0,0,0,0
40.70956,-74.01341,160,7,3,1,0,0,1,0,0,0,0
40.67807,-73.8794,60,3,0,2,365,1,0,0,0,1,0
40.63481,-74.08519,36,2,333,6,340,0,0,0,1,1,0
40.76446,-73.98123,95,3,1,1,5,0,1,0,0,1,0
40.64513,-74.01279,45,1,5,4,32,1,0,0,0,1,0
40.73909,-73.9788,70,15,0,1,0,0,1,0,0,1,0
40.71409,-73.99434,400,1,2,4,191,0,1,0,0,0,0
40.76885,-73.98631,165,3,68,1,195,0,1,0,0,0,0
40.69913,-73.90831,200,2,1,1,0,0,0,1,0,0,0
40.77822,-73.98016,560,1,0,1,0,0,1,0,0,0,0
40.74815,-74.00493,125,3,0,1,0,0,1,0,0,0,0
40.73747,-74.00014,110,1,136,1,63,0,1,0,0,1,0
40.69246,-73.95863,48,2,47,3,10,1,0,0,0,1,0
40.7313,-74.00154,166,30,5,9,332,0,1,0,0,0,0
40.66455,-73.99205,135,4,9,3,365,1,0,0,0,0,0
40.68919,-73.92553,190,1,3,2,269,1,0,0,0,0,0
40.76374,-73.98872,115,3,1,1,0,0,1,0,0,0,0
40.73289,-73.955,199,1,1,33,365,1,0,0,0,0,0
40.74942,-73.93658,75,1,8,1,3,0,0,1,0,1,0
40.70583,-74.01038,170,1,1,1,323,0,1,0,0,0,0
40.64741,-73.92588,105,1,43,1,13,1,0,0,0,0,0
40.72291,-73.94781,100,1,7,1,0,1,0,0,0,1,0
40.65229,-73.96551,125,2,31,1,24,1,0,0,0,0,0
40.75554,-73.99702,54,7,6,47,359,0,1,0,0,1,0
40.68245,-73.96321,200,1,39,2,362,1,0,0,0,0,0
40.65239,-73.94824,190,3,1,1,0,1,0,0,0,0,0
40.80864,-73.95007,117,28,125,2,29,0,1,0,0,0,0
40.85765,-73.90351,48,2,18,2,34,0,0,0,0,1,0
40.70358,-73.98316,200,2,0,1,1,1,0,0,0,0,0
40.64726,-73.95455,85,14,0,2,176,1,0,0,0,1,0
40.59055,-73.79281,60,1,5,2,158,0,0,1,0,1,0
40.72918,-74.00482,209,1,40,10,247,0,1,0,0,1,0
40.74866,-73.97755,138,30,1,1,188,0,1,0,0,0,0
40.7894,-73.9762,110,5,0,1,7,0,1,0,0,0,0
40.58198,-73.9577,35,1,67,5,186,1,0,0,0,1,0
40.67068,-73.76711,55,5,29,1,314,0,0,1,0,1,0
40.69211,-73.98102,125,3,60,1,0,1,0,0,0,1,0
40.68933,-73.96082,45,3,1,1,189,1,0,0,0,1,0
40.67423,-73.95737,110,2,31,1,4,1,0,0,0,0,0
40.71117,-73.98727,32,14,0,4,341,0,1,0,0,0,1
40.7056,-74.0119,256,2,4,327,293,0,1,0,0,0,0
40.77812,-73.98067,280,1,1,1,0,0,1,0,0,0,0
40.80564,-73.94198,65,2,15,2,292,0,1,0,0,1,0
40.6854,-73.94976,60,30,1,8,0,1,0,0,0,1,0
40.64535,-73.9738,100,3,2,1,0,1,0,0,0,0,0
40.68622,-73.91026,67,1,20,1,365,1,0,0,0,1,0
40.82697,-73.95236,200,1,0,1,0,0,1,0,0,0,0
40.71434,-73.78805,125,1,18,2,166,0,0,1,0,0,0
40.7607,-73.98347,130,30,1,1,188,0,1,0,0,0,0
40.78451,-73.97882,300,7,0,1,0,0,1,0,0,0,0
40.812,-73.95367,90,3,82,1,0,0,1,0,0,1,0
40.71811,-73.96222,69,3,0,3,0,1,0,0,0,1,0
40.67812,-73.9168,30,3,7,1,2,1,0,0,0,1,0
40.6818,-73.9139,55,2,5,10,326,1,0,0,0,1,0
40.68963,-73.96713,259,1,94,11,365,1,0,0,0,1,0
40.73013,-74.00172,80,1,1,1,0,0,1,0,0,1,0
40.76186,-73.99608,300,2,5,4,173,0,1,0,0,0,0
40.79371,-73.93995,100,2,3,2,67,0,1,0,0,0,0
40.72401,-73.98061,75,5,4,2,0,0,1,0,0,1,0
40.68336,-73.92144,250,2,6,1,179,1,0,0,0,0,0
40.73846,-73.99769,334,30,1,232,310,0,1,0,0,0,0
40.67685,-74.00581,125,3,162,1,300,1,0,0,0,0,0
40.75361,-73.82014,450,3,0,1,0,0,0,1,0,0,0
40.72162,-73.98732,350,29,0,1,269,0,1,0,0,0,0
40.74459,-73.99061,108,1,1,1,0,0,1,0,0,1,0
40.65755,-73.92341,80,2,18,1,39,1,0,0,0,0,0
40.70849,-73.9619,80,1,19,2,0,1,0,0,0,1,0
40.66019,-73.9413,55,1,25,7,42,1,0,0,0,1,0
40.7272,-73.95134,120,3,2,1,0,1,0,0,0,0,0
40.7708,-73.90036,70,3,23,1,365,0,0,1,0,1,0
40.76057,-73.99038,85,1,1,1,0,0,1,0,0,1,0
40.68602,-73.99023,65,2,15,2,0,1,0,0,0,1,0
40.77051,-73.90944,600,2,5,2,0,0,0,1,0,1,0
40.71909,-73.9865,40,10,0,1,0,0,1,0,0,1,0
40.7993,-73.93305,120,2,37,2,304,0,1,0,0,1,0
40.71894,-73.95713,100,6,3,1,0,1,0,0,0,0,0
40.7126,-73.94668,255,3,97,1,230,1,0,0,0,0,0
40.7052,-74.00974,199,30,0,87,344,0,1,0,0,0,0
40.689,-73.94445,72,1,3,1,311,1,0,0,0,1,0
40.65134,-73.94309,133,1,0,1,89,1,0,0,0,1,0
40.71245,-73.94064,150,3,0,1,12,1,0,0,0,0,0
40.80171,-73.96623,89,5,55,1,0,0,1,0,0,1,0
40.84545,-73.93809,47,3,4,1,0,0,1,0,0,1,0
40.75225,-73.97067,185,3,5,1,8,0,1,0,0,1,0
40.727,-73.98406,350,2,69,1,291,0,1,0,0,0,0
40.78468,-73.97137,300,1,0,1,0,0,1,0,0,0,0
40.85396,-73.89872,34,1,2,1,0,0,0,0,0,1,0
40.76245,-73.98339,100,1,0,7,320,0,1,0,0,1,0
40.70922,-73.95232,64,1,25,1,0,1,0,0,0,1,0
40.64915,-73.95147,40,25,0,1,305,1,0,0,0,1,0
40.68987,-73.91548,35,1,1,1,0,1,0,0,0,1,0
40.70899,-73.89494,42,30,2,23,225,0,0,1,0,1,0
40.69332,-73.95085,50,1,1,2,0,1,0,0,0,1,0
40.69811,-73.91176,95,222,1,2,85,1,0,0,0,0,0
40.68557,-73.97288,31,1,2,5,73,1,0,0,0,0,1
40.71462,-73.94641,150,40,4,2,0,1,0,0,0,0,0
40.84232,-73.93772,60,2,8,1,26,0,1,0,0,1,0
40.80212,-73.95732,95,2,5,2,90,0,1,0,0,1,0
40.72458,-74.00312,100,3,3,1,363,0,1,0,0,1,0
40.74779,-73.9966,85,1,51,12,355,0,1,0,0,1,0
40.76934,-73.91895,70,5,3,4,90,0,0,1,0,1,0
40.77102,-73.95873,163,30,1,87,350,0,1,0,0,0,0
40.8273,-73.94904,59,1,3,1,0,0,1,0,0,1,0
40.73565,-73.81591,36,1,0,1,89,0,0,1,0,1,0
40.74698,-73.97218,205,1,23,1,363,0,1,0,0,1,0
40.72828,-73.98602,425,2,95,1,0,0,1,0,0,0,0
40.75369,-73.96632,218,5,81,2,185,0,1,0,0,0,0
40.69433,-73.93262,45,5,2,1,342,1,0,0,0,1,0
40.68954,-73.99383,200,5,7,1,0,1,0,0,0,0,0
40.82952,-73.95064,75,4,3,1,0,0,1,0,0,1,0
40.68202,-73.96273,145,3,2,1,0,1,0,0,0,0,0
40.69127,-73.93856,100,1,13,1,13,1,0,0,0,0,0
40.79329,-73.94725,73,5,5,1,0,0,1,0,0,1,0
40.75505,-73.99811,179,1,16,30,363,0,1,0,0,1,0
40.70866,-73.90578,69,1,0,1,0,0,0,1,0,1,0
40.81557,-73.95295,88,1,147,2,165,0,1,0,0,1,0
40.79896,-73.95995,60,30,0,32,317,0,1,0,0,1,0
40.75763,-73.96359,120,7,4,1,0,0,1,0,0,1,0
40.69897,-73.92705,62,1,1,1,0,1,0,0,0,1,0
40.75914,-73.9798,150,1,1,1,0,0,1,0,0,0,0
40.73977,-73.85777,37,1,34,4,362,0,0,1,0,0,1
40.69544,-73.93046,110,3,0,1,0,1,0,0,0,0,0
40.74322,-73.86005,65,1,29,3,333,0,0,1,0,1,0
40.70732,-74.01029,240,2,8,327,357,0,1,0,0,0,0
40.70631,-73.93338,64,21,0,1,5,1,0,0,0,1,0
40.66862,-73.9926,260,30,3,1,316,1,0,0,0,0,0
40.73307,-73.81868,150,1,16,1,178,0,0,1,0,0,0
40.76714,-73.98777,150,14,0,1,0,0,1,0,0,0,0
40.62611,-74.02213,90,1,0,1,0,1,0,0,0,0,0
40.80887,-73.95917,120,5,3,1,0,0,1,0,0,0,0
40.6736,-73.95043,75,1,0,1,0,1,0,0,0,1,0
40.62804,-74.02603,75,7,11,1,3,1,0,0,0,0,0
40.85079,-73.94108,279,5,0,1,55,0,1,0,0,0,0
40.71554,-73.96225,129,2,0,1,25,1,0,0,0,0,0
40.73683,-73.98816,700,5,11,1,282,0,1,0,0,0,0
40.80419,-73.95582,90,4,57,1,74,0,1,0,0,1,0
40.7334,-74.00323,180,3,21,3,162,0,1,0,0,0,0
40.75343,-74.00208,155,30,0,1,171,0,1,0,0,0,0
40.78098,-73.9467,95,2,58,1,0,0,1,0,0,0,0
40.63881,-73.93476,400,1,50,1,329,1,0,0,0,0,0
40.67561,-73.93138,35,20,0,1,0,1,0,0,0,1,0
40.57541,-73.96028,55,2,6,1,50,1,0,0,0,1,0
40.76973,-73.9848,200,30,0,7,365,0,1,0,0,0,0
40.72951,-73.98239,90,1,200,3,272,0,1,0,0,1,0
40.76371,-73.99346,200,2,9,1,140,0,1,0,0,0,0
40.72232,-73.99343,95,7,46,1,0,0,1,0,0,1,0
40.7158,-73.94259,150,1,17,1,102,1,0,0,0,0,0
40.75825,-73.98982,125,1,54,1,341,0,1,0,0,1,0
40.70099,-73.93728,245,2,59,1,53,1,0,0,0,0,0
40.81095,-73.95296,299,3,90,2,304,0,1,0,0,0,0
40.74833,-73.98162,150,1,2,3,73,0,1,0,0,1,0
40.68709,-73.94147,80,2,70,2,248,1,0,0,0,0,0
40.72194,-73.99557,120,1,9,1,179,0,1,0,0,1,0
40.77072,-73.95538,105,30,0,52,358,0,1,0,0,0,0
40.74998,-73.97543,150,30,3,50,365,0,1,0,0,0,0
40.73467,-73.98501,225,3,0,1,0,0,1,0,0,0,0
40.79568,-73.93368,50,2,6,2,5,0,1,0,0,1,0
40.7487,-73.97862,300,3,0,3,294,0,1,0,0,0,0
40.70766,-73.94789,72,3,2,1,0,1,0,0,0,1,0
40.72838,-73.94739,67,1,2,1,0,1,0,0,0,1,0
40.68124,-73.99601,300,7,0,1,0,1,0,0,0,0,0
40.76242,-73.98813,130,30,6,2,335,0,1,0,0,0,0
40.72977,-73.97895,175,6,23,1,232,0,1,0,0,0,0
40.71559,-74.00737,650,1,1,1,0,0,1,0,0,0,0
40.72004,-73.99026,190,1,2,1,0,0,1,0,0,0,0
40.70922,-73.94255,55,2,2,1,0,1,0,0,0,1,0
40.76531,-73.91155,137,2,3,1,0,0,0,1,0,0,0
40.70781,-74.01165,214,2,6,327,343,0,1,0,0,0,0
40.69329,-73.93906,87,2,4,5,337,1,0,0,0,1,0
40.6965,-73.91036,60,5,165,2,261,1,0,0,0,1,0
40.66514,-73.99017,100,1,68,1,5,1,0,0,0,0,0
40.82748,-73.95083,65,4,10,1,2,0,1,0,0,1,0
40.7665,-73.98943,85,1,9,9,365,0,1,0,0,0,1
40.55182,-74.14439,150,3,1,1,0,0,0,0,1,0,0
40.72578,-73.98236,140,5,16,1,1,0,1,0,0,0,0
40.76147,-73.99908,150,1,0,1,0,0,1,0,0,1,0
40.67475,-73.99707,1000,2,0,1,365,1,0,0,0,0,0
40.73224,-73.87534,229,2,37,1,0,0,0,1,0,0,0
40.70131,-73.93032,50,2,0,1,0,1,0,0,0,1,0
40.7087,-73.90897,175,4,2,1,0,0,0,1,0,0,0
40.70844,-74.0124,160,3,1,1,0,0,1,0,0,0,0
40.6866,-73.94583,131,2,27,2,96,1,0,0,0,0,0
40.72375,-73.98188,443,1,30,1,165,0,1,0,0,0,0
40.70719,-73.95412,140,1,12,1,156,1,0,0,0,1,0
40.76602,-73.98795,160,3,77,1,88,0,1,0,0,1,0
40.68742,-73.91957,5000,2,8,1,0,1,0,0,0,0,0
40.72477,-73.99534,95,4,25,1,38,0,1,0,0,1,0
40.77905,-73.97939,200,4,22,1,2,0,1,0,0,0,0
40.68179,-73.95235,67,30,0,1,43,1,0,0,0,1,0
40.82947,-73.95104,84,1,0,1,0,0,1,0,0,1,0
40.76189,-73.98961,200,3,1,1,0,0,1,0,0,0,0
40.71691,-73.86147,80,2,42,4,307,0,0,1,0,0,0
40.76199,-73.92684,33,1,11,1,0,0,0,1,0,0,1
40.7913,-73.94265,140,3,2,1,0,0,1,0,0,0,0
40.77651,-73.91281,40,1,3,1,0,0,0,1,0,1,0
40.88452,-73.91065,99,3,2,1,52,0,0,0,0,0,0
40.71609,-73.94791,44,3,7,1,0,1,0,0,0,1,0
40.70114,-73.91763,70,2,1,1,179,1,0,0,0,1,0
40.73568,-73.98188,95,2,4,1,0,0,1,0,0,1,0
40.76103,-73.97996,250,25,0,1,261,0,1,0,0,0,0
40.75743,-73.96939,90,30,3,52,358,0,1,0,0,0,0
40.67367,-73.96079,200,5,3,2,157,1,0,0,0,0,0
40.77318,-73.98836,300,3,2,1,13,0,1,0,0,0,0
40.79468,-73.9647,98,2,48,4,238,0,1,0,0,1,0
40.69342,-73.91116,55,1,2,1,0,1,0,0,0,1,0
40.70388,-74.00633,170,1,2,1,0,0,1,0,0,0,0
40.76236,-73.96482,160,3,7,1,81,0,1,0,0,1,0
40.70684,-73.94932,65,1,20,4,107,1,0,0,0,1,0
40.75358,-73.99707,165,45,0,1,83,0,1,0,0,1,0
40.62986,-73.90638,78,2,45,1,41,1,0,0,0,1,0
40.71014,-73.95871,90,1,10,1,0,1,0,0,0,1,0
40.67415,-73.95627,60,4,2,1,14,1,0,0,0,1,0
40.72529,-73.98655,300,14,5,1,2,0,1,0,0,0,0
40.72905,-73.97797,1145,1,0,12,0,0,1,0,0,0,0
40.81455,-73.94471,125,1,142,1,266,0,1,0,0,0,0
40.76037,-73.98747,132,24,1,1,198,0,1,0,0,0,0
40.70858,-73.95857,250,2,5,1,0,1,0,0,0,0,0
40.75629,-73.96548,135,30,0,96,332,0,1,0,0,0,0
40.85531,-73.9283,75,2,1,2,58,0,1,0,0,1,0
40.75066,-73.9804,190,1,5,1,0,0,1,0,0,0,0
40.75097,-73.94119,130,3,2,1,0,0,0,1,0,0,0
40.8048,-73.94951,91,30,8,2,216,0,1,0,0,0,0
40.82391,-73.93881,80,1,28,1,364,0,1,0,0,1,0
40.82296,-73.91429,42,2,2,1,0,0,0,0,0,1,0
40.71641,-73.95477,55,1,4,3,0,1,0,0,0,1,0
40.66848,-73.98002,350,4,18,1,0,1,0,0,0,0,0
40.663,-73.86723,85,3,28,1,19,1,0,0,0,0,0
40.73744,-73.87247,165,30,14,1,242,0,0,1,0,0,0
